id,district,sub_district,village_code,village_name,coverage_type,lgd_code,gram_panchayat_ulb,latitude,longitude,elevation_m,slope_deg,distance_to_stream_m,catchment_sqkm,rainfall_1h_mm,rainfall_24h_mm,soil_moisture_pct,water_level_m,water_level_rate_mh,risk_score,risk_level,alert_status
TN-NIL-931986-99,The Nilgiris,Kundah,931986,Bikkatty,FULL,252609,Bikkatty(Town Panchayat),11.24289,76.61274,2015,29.3,315.7,43.3,3.8,31.9,43.6,0.72,-0.02,22,MODERATE,NORMAL
TN-NIL-635117-100,The Nilgiris,Kundah,635117,Ithalar1,PART,228986,Ithalar(Gram Panchayat)-Kundha(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.25479,76.63571,2038,29.1,575.8,30.7,35.0,189.7,90.6,3.58,0.24,78,HIGH,ACTIVE
TN-NIL-635117-101,The Nilgiris,Kundah,635117,Ithalar1,PART,306207,Surendranagar(Gram Panchayat)-Kundha(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.24065,76.67148,2050,27.2,242.5,4.7,46.1,221.4,87.7,3.02,0.33,78,HIGH,ACTIVE
TN-NIL-931984-102,The Nilgiris,Kundah,931984,Ithalar2,PART,306205,Kallakorai(Gram Panchayat)-Kundha(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.2971,76.66264,2096,34.2,206.4,13.4,8.9,23.1,28.2,0.5,-0.01,20,LOW,NORMAL
TN-NIL-931984-103,The Nilgiris,Kundah,931984,Ithalar2,PART,306206,Nunthala(Gram Panchayat)-Kundha(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.24003,76.65719,2082,29.1,573.0,18.3,32.7,200.4,90.7,2.6,0.3,72,HIGH,ACTIVE
TN-NIL-931988-104,The Nilgiris,Kundah,931988,Kilkundah1,FULL,252610,Kilkunda(Town Panchayat),11.24947,76.66856,2036,27.1,645.6,44.9,40.6,155.3,79.6,2.81,0.18,72,HIGH,ACTIVE
TN-NIL-931991-105,The Nilgiris,Kundah,931991,Kilkundah2,FULL,252610,Kilkunda(Town Panchayat),11.29944,76.68246,2056,29.8,504.3,9.9,37.6,193.8,81.5,2.43,0.14,65,HIGH,ACTIVE
TN-NIL-635121-106,The Nilgiris,Kundah,635121,Kinnakkorai,FULL,306134,Kinnakorai(Gram Panchayat)-Kundha(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.30786,76.64078,2080,33.2,600.3,43.3,62.9,192.7,88.2,2.5,0.18,87,VERY HIGH,ACTIVE
TN-NIL-635120-107,The Nilgiris,Kundah,635120,Melkundah,FULL,228990,Mel Kundha(Gram Panchayat)-Kundha(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.30786,76.64078,2080,33.2,600.3,43.3,62.9,192.7,88.2,2.5,0.18,87,VERY HIGH,ACTIVE
TN-NIL-635118-108,The Nilgiris,Kundah,635118,Mulligoor,PART,306130,Emerald(Gram Panchayat)-Kundha(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.27947,76.62731,2105,30.5,269.2,45.3,32.6,184.4,82.9,2.79,0.29,73,HIGH,ACTIVE
TN-NIL-635118-109,The Nilgiris,Kundah,635118,Mulligoor,PART,228991,Mulligoor(Gram Panchayat)-Kundha(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.30786,76.64078,2080,33.2,600.3,43.3,62.9,192.7,88.2,2.5,0.18,87,VERY HIGH,ACTIVE
TN-NIL-635083-110,The Nilgiris,Panthalur,635083,Cherangode1,PART,306159,Ammankavu(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.55487,76.36117,859,20.0,65.5,23.2,6.3,42.2,39.2,0.85,0.01,17,LOW,NORMAL
TN-NIL-635083-111,The Nilgiris,Panthalur,635083,Cherangode1,PART,306158,Ayyankolli(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.51596,76.37208,860,17.5,354.6,28.4,11.2,34.0,51.8,0.5,-0.01,23,MODERATE,NORMAL
TN-NIL-635083-112,The Nilgiris,Panthalur,635083,Cherangode1,PART,306150,Cherambadi(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.53036,76.37432,998,21.0,593.0,6.9,10.2,38.4,48.3,0.98,-0.01,22,MODERATE,NORMAL
TN-NIL-635083-113,The Nilgiris,Panthalur,635083,Cherangode1,PART,228966,Cherangodu(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.54335,76.36569,833,20.7,72.3,7.4,24.8,112.0,56.3,1.96,0.08,39,MODERATE,NORMAL
TN-NIL-635083-114,The Nilgiris,Panthalur,635083,Cherangode1,PART,306151,Kaiyunni(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.51935,76.36452,1004,16.2,461.2,8.9,19.9,101.6,57.2,1.85,0.06,35,MODERATE,NORMAL
TN-NIL-635083-115,The Nilgiris,Panthalur,635083,Cherangode1,PART,306156,Kallichal(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.54077,76.36629,896,22.5,102.4,47.3,24.3,110.0,59.1,1.9,0.1,46,ELEVATED,MONITORING
TN-NIL-635083-116,The Nilgiris,Panthalur,635083,Cherangode1,PART,306157,Kolapalli(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.4825,76.3536,1005,19.2,542.4,25.6,1.4,39.9,29.9,0.83,0.02,15,LOW,NORMAL
TN-NIL-635083-117,The Nilgiris,Panthalur,635083,Cherangode1,PART,306155,Pothukolli(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.49117,76.36098,949,16.7,295.2,36.1,8.1,34.9,35.0,0.94,-0.01,19,LOW,NORMAL
TN-NIL-932030-118,The Nilgiris,Panthalur,932030,Cherangode1-Jenmam,N/A,N/A,N/A,11.53416,76.37608,955,17.3,266.3,27.8,5.6,31.6,40.7,0.93,-0.01,17,LOW,NORMAL
TN-NIL-932033-119,The Nilgiris,Panthalur,932033,Cherangode2,PART,306158,Ayyankolli(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.51712,76.37333,943,23.2,133.3,42.3,29.9,92.3,61.1,1.83,0.07,49,ELEVATED,MONITORING
TN-NIL-932033-120,The Nilgiris,Panthalur,932033,Cherangode2,PART,306150,Cherambadi(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.50071,76.3582,926,16.9,244.9,17.8,4.5,30.8,51.9,0.89,-0.02,20,LOW,NORMAL
TN-NIL-932033-121,The Nilgiris,Panthalur,932033,Cherangode2,PART,228966,Cherangodu(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.52971,76.39108,975,23.2,547.3,36.1,1.1,14.0,45.7,0.44,0.01,18,LOW,NORMAL
TN-NIL-932033-122,The Nilgiris,Panthalur,932033,Cherangode2,PART,306151,Kaiyunni(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.52483,76.36015,894,23.5,302.2,18.2,7.1,27.7,41.1,1.01,0.02,20,LOW,NORMAL
TN-NIL-932033-123,The Nilgiris,Panthalur,932033,Cherangode2,PART,306156,Kallichal(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.50044,76.38642,865,17.8,503.6,36.3,21.0,89.6,71.6,1.92,0.09,48,ELEVATED,MONITORING
TN-NIL-932033-124,The Nilgiris,Panthalur,932033,Cherangode2,PART,306155,Pothukolli(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.51548,76.36702,952,20.0,528.2,30.8,28.1,125.8,65.6,1.53,0.05,45,ELEVATED,MONITORING
TN-NIL-932036-125,The Nilgiris,Panthalur,932036,Cherangode2-Jenmam,N/A,N/A,N/A,11.55551,76.41191,964,22.3,375.6,47.3,8.5,35.9,36.4,0.96,0.02,23,MODERATE,NORMAL
TN-NIL-635080-126,The Nilgiris,Panthalur,635080,Erumad1,PART,306154,Erumadu(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.52773,76.3753,1003,16.4,91.8,24.7,2.6,19.3,48.6,0.45,0.0,16,LOW,NORMAL
TN-NIL-635080-127,The Nilgiris,Panthalur,635080,Erumad1,PART,306152,Kappala(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.48658,76.34103,871,20.8,610.5,10.6,5.9,33.6,51.4,0.88,-0.01,21,MODERATE,NORMAL
TN-NIL-635080-128,The Nilgiris,Panthalur,635080,Erumad1,PART,306153,Panachira(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.52646,76.34157,885,16.4,337.6,41.7,4.5,30.2,47.4,0.55,0.01,20,LOW,NORMAL
TN-NIL-932037-129,The Nilgiris,Panthalur,932037,Erumad2,PART,306151,Kaiyunni(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.54786,76.38023,859,17.6,109.3,40.3,21.1,99.6,64.0,1.74,0.1,44,ELEVATED,MONITORING
TN-NIL-932037-130,The Nilgiris,Panthalur,932037,Erumad2,PART,306156,Kallichal(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.48609,76.41856,903,22.2,149.1,11.5,9.8,29.3,30.5,1.05,-0.01,19,LOW,NORMAL
TN-NIL-932037-131,The Nilgiris,Panthalur,932037,Erumad2,PART,306152,Kappala(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.54168,76.3714,843,15.6,216.1,33.4,8.9,44.7,51.7,0.62,-0.01,22,MODERATE,NORMAL
TN-NIL-932037-132,The Nilgiris,Panthalur,932037,Erumad2,PART,306155,Pothukolli(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.54905,76.35045,869,17.8,99.3,22.2,4.5,24.9,41.3,0.9,0.01,16,LOW,NORMAL
TN-NIL-635081-133,The Nilgiris,Panthalur,635081,Moonanad1,PART,306164,Ambalamoola(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.5463,76.41884,954,21.9,121.6,21.0,8.3,33.9,28.8,0.46,0.03,17,LOW,NORMAL
TN-NIL-635081-134,The Nilgiris,Panthalur,635081,Moonanad1,PART,306165,Ambalavayal(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.51463,76.34795,871,21.5,482.3,11.4,10.6,31.3,39.2,0.87,-0.0,18,LOW,NORMAL
TN-NIL-932039-135,The Nilgiris,Panthalur,932039,Moonanad1-Jenmam,N/A,N/A,N/A,11.48826,76.35231,902,16.6,162.4,24.9,2.0,33.2,35.8,0.55,-0.02,12,LOW,NORMAL
TN-NIL-932041-136,The Nilgiris,Panthalur,932041,Moonanad2,PART,306164,Ambalamoola(Gram Panchayat)-Pandalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.51397,76.41986,911,22.4,190.5,45.5,21.1,105.6,69.1,1.43,0.04,46,ELEVATED,MONITORING
TN-NIL-932041-137,The Nilgiris,Panthalur,932041,Moonanad2,PART,306160,Bitherkad(Gram Panchayat)-Gudalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.49363,76.38592,968,18.0,331.5,5.8,15.9,81.3,68.6,1.48,0.05,37,MODERATE,NORMAL
TN-NIL-932041-138,The Nilgiris,Panthalur,932041,Moonanad2,PART,306161,Choladi(Gram Panchayat)-Gudalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.5553,76.40534,977,16.6,447.5,21.2,19.9,93.6,65.7,1.53,0.06,39,MODERATE,NORMAL
TN-NIL-932044-139,The Nilgiris,Panthalur,932044,Moonanad2-Jenmam,N/A,N/A,N/A,11.50132,76.38515,903,22.3,641.9,5.3,10.4,32.7,50.0,0.99,0.02,23,MODERATE,NORMAL
TN-NIL-635082-140,The Nilgiris,Panthalur,635082,Nelliyalam1,PART,306160,Bitherkad(Gram Panchayat)-Gudalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.54507,76.34175,973,16.9,538.1,15.9,2.3,25.8,46.6,1.03,-0.02,17,LOW,NORMAL
TN-NIL-635082-141,The Nilgiris,Panthalur,635082,Nelliyalam1,PART,306161,Choladi(Gram Panchayat)-Gudalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.49617,76.38357,985,20.5,346.4,11.8,8.3,39.9,32.7,0.49,0.02,16,LOW,NORMAL
TN-NIL-635082-142,The Nilgiris,Panthalur,635082,Nelliyalam1,PART,306163,Kunnaladi(Gram Panchayat)-Gudalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.5064,76.37231,891,15.7,264.3,48.0,26.4,97.6,59.8,1.72,0.1,44,ELEVATED,MONITORING
TN-NIL-635082-143,The Nilgiris,Panthalur,635082,Nelliyalam1,PART,228969,Nellakotta(Gram Panchayat)-Gudalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.55693,76.35207,917,22.6,415.9,24.1,7.3,34.3,49.1,1.07,0.03,25,MODERATE,NORMAL
TN-NIL-635082-144,The Nilgiris,Panthalur,635082,Nelliyalam1,PART,306162,Pakkana(Gram Panchayat)-Gudalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.51947,76.35731,975,19.0,269.2,45.3,15.2,97.0,61.5,1.52,0.09,40,MODERATE,NORMAL
TN-NIL-932045-145,The Nilgiris,Panthalur,932045,Nelliyalam1-Ca,N/A,N/A,N/A,11.51442,76.40535,903,23.1,75.2,35.9,16.8,102.7,56.8,1.99,0.05,40,MODERATE,NORMAL
TN-NIL-932131-146,The Nilgiris,Panthalur,932131,Nelliyalam1-Jenmam,N/A,N/A,N/A,11.52922,76.39616,899,16.4,237.5,7.3,16.2,81.6,76.0,1.33,0.1,40,MODERATE,NORMAL
TN-NIL-932046-147,The Nilgiris,Panthalur,932046,Nelliyalam2,FULL,252594,Nelliyalam(Municipality),11.53196,76.37067,925,20.8,567.1,40.6,1.1,21.8,48.2,0.67,-0.01,20,LOW,NORMAL
TN-NIL-932048-148,The Nilgiris,Panthalur,932048,Nelliyalam2-Jenmam,N/A,N/A,N/A,11.5537,76.35061,1004,19.2,104.5,45.9,22.6,98.8,73.7,1.76,0.06,50,ELEVATED,MONITORING
TN-NIL-635089-149,The Nilgiris,Udhagamandalam,635089,Ebbanad1,FULL,228984,Ebbanad(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.40416,76.66498,2253,18.0,635.4,7.5,2.3,31.9,29.9,0.72,0.02,12,LOW,NORMAL
TN-NIL-932008-150,The Nilgiris,Udhagamandalam,932008,Ebbanad2,FULL,306128,Iduhatty(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.40163,76.66217,2216,21.8,238.5,7.1,2.2,31.3,30.7,0.45,0.02,12,LOW,NORMAL
TN-NIL-635093-151,The Nilgiris,Udhagamandalam,635093,Hullathi,PART,228985,Hullathy(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.41769,76.71323,2159,22.9,551.2,46.4,3.0,24.0,39.4,0.88,0.0,20,LOW,NORMAL
TN-NIL-635093-152,The Nilgiris,Udhagamandalam,635093,Hullathi,PART,306123,Thalaikundha(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.41432,76.67027,2297,21.4,638.7,39.5,1.2,28.0,40.6,0.79,-0.0,17,LOW,NORMAL
TN-NIL-635088-153,The Nilgiris,Udhagamandalam,635088,Kadanad1,PART,306126,Chinnacoonoor(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.42634,76.6935,2239,21.7,368.1,11.6,8.4,30.6,38.8,0.63,-0.01,16,LOW,NORMAL
TN-NIL-635088-154,The Nilgiris,Udhagamandalam,635088,Kadanad1,PART,228987,Kadanad(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.39211,76.69214,2306,22.7,296.1,26.1,5.2,33.6,50.8,1.06,0.01,24,MODERATE,NORMAL
TN-NIL-932010-155,The Nilgiris,Udhagamandalam,932010,Kadanad2,PART,306127,Dhavani(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.39584,76.7101,2263,17.2,126.8,30.0,20.9,76.4,73.4,1.26,0.06,43,ELEVATED,MONITORING
TN-NIL-932010-156,The Nilgiris,Udhagamandalam,932010,Kadanad2,PART,228987,Kadanad(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.43786,76.69523,2179,18.1,109.3,40.3,21.1,99.6,64.0,1.74,0.1,44,ELEVATED,MONITORING
TN-NIL-635091-157,The Nilgiris,Udhagamandalam,635091,Kagguchi1,PART,306116,Ajjoor(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.43275,76.70314,2301,17.7,252.2,17.3,9.8,32.4,49.2,1.1,-0.01,23,MODERATE,NORMAL
TN-NIL-635091-158,The Nilgiris,Udhagamandalam,635091,Kagguchi1,PART,228988,Kagguchi(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.44297,76.70624,2152,19.0,273.3,26.1,4.7,32.0,50.9,1.01,-0.01,22,MODERATE,NORMAL
TN-NIL-932013-159,The Nilgiris,Udhagamandalam,932013,Kagguchi2,PART,306116,Ajjoor(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.44892,76.72877,2256,19.2,626.4,17.5,8.3,37.9,50.8,0.61,0.02,22,MODERATE,NORMAL
TN-NIL-932013-160,The Nilgiris,Udhagamandalam,932013,Kagguchi2,PART,306118,T. Manihatty(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.40612,76.66852,2163,17.4,290.8,21.0,15.0,101.2,56.7,1.36,0.07,32,MODERATE,NORMAL
TN-NIL-635090-161,The Nilgiris,Udhagamandalam,635090,Kukkal,PART,228989,Kookal(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.3897,76.72084,2245,16.0,628.7,24.9,22.1,99.9,69.9,1.3,0.08,42,ELEVATED,MONITORING
TN-NIL-635090-162,The Nilgiris,Udhagamandalam,635090,Kukkal,PART,306129,Kookalthorai(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.41958,76.66686,2192,19.2,280.6,29.3,28.5,98.9,75.9,1.73,0.04,51,ELEVATED,MONITORING
TN-NIL-635087-163,The Nilgiris,Udhagamandalam,635087,Masinagudi,PART,228967,Masinagudi(Gram Panchayat)-Gudalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.4441,76.6877,2238,16.7,341.7,24.4,10.0,37.9,31.9,0.43,-0.01,16,LOW,NORMAL
TN-NIL-635087-164,The Nilgiris,Udhagamandalam,635087,Masinagudi,PART,306149,Mavanallah(Gram Panchayat)-Gudalur(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.3897,76.72084,2245,16.0,628.7,24.9,22.1,99.9,69.9,1.3,0.08,42,ELEVATED,MONITORING
TN-NIL-932015-165,The Nilgiris,Udhagamandalam,932015,Naduvattam,FULL,252599,Naduvattam(Town Panchayat),11.41728,76.72465,2249,20.0,342.1,41.1,6.5,34.9,46.4,0.85,0.02,23,MODERATE,NORMAL
TN-NIL-635094-166,The Nilgiris,Udhagamandalam,635094,Nanjanad1,PART,306197,Melcowhatty(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.41435,76.69117,2287,23.9,596.0,39.5,11.9,33.9,32.2,0.92,0.02,24,MODERATE,NORMAL
TN-NIL-635094-167,The Nilgiris,Udhagamandalam,635094,Nanjanad1,PART,306198,M.Palada(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.3943,76.70224,2232,21.6,151.1,18.4,10.0,30.9,36.2,0.44,-0.0,17,LOW,NORMAL
TN-NIL-635094-168,The Nilgiris,Udhagamandalam,635094,Nanjanad1,PART,228992,Nanjanad(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.37057,76.68312,2178,21.5,564.0,44.6,0.9,15.0,28.5,0.87,0.02,18,LOW,NORMAL
TN-NIL-635094-169,The Nilgiris,Udhagamandalam,635094,Nanjanad1,PART,306199,Porthiyada(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.40969,76.66876,2165,17.6,370.6,30.9,2.2,32.5,35.7,0.79,-0.02,15,LOW,NORMAL
TN-NIL-932018-170,The Nilgiris,Udhagamandalam,932018,Nanjanad2,PART,306196,Kuruthukuli(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.42985,76.65578,2305,21.4,70.5,18.1,15.8,89.4,70.4,1.54,0.09,41,ELEVATED,MONITORING
TN-NIL-932018-171,The Nilgiris,Udhagamandalam,932018,Nanjanad2,PART,306197,Melcowhatty(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.41076,76.72408,2310,23.7,291.9,5.4,0.0,30.9,50.9,0.84,-0.01,18,LOW,NORMAL
TN-NIL-932021-172,The Nilgiris,Udhagamandalam,932021,Sholur,FULL,252598,Sholur(Town Panchayat),11.42196,76.68567,2245,21.3,567.1,40.6,1.1,21.8,48.2,0.67,-0.01,20,LOW,NORMAL
TN-NIL-635096-173,The Nilgiris,Udhagamandalam,635096,Thummanatty1,PART,306119,Kenthorai(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.44642,76.66969,2286,17.7,184.3,10.4,20.1,84.8,73.7,1.69,0.11,44,ELEVATED,MONITORING
TN-NIL-635096-174,The Nilgiris,Udhagamandalam,635096,Thummanatty1,PART,228993,Thummanatty(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.39735,76.6943,2182,23.6,96.7,25.8,2.2,12.2,32.3,0.81,0.03,17,LOW,NORMAL
TN-NIL-932022-175,The Nilgiris,Udhagamandalam,932022,Thummanatty2,PART,306121,Baralatty(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.38839,76.67824,2218,23.9,145.5,36.3,9.5,37.3,37.0,0.41,0.0,20,LOW,NORMAL
TN-NIL-932022-176,The Nilgiris,Udhagamandalam,932022,Thummanatty2,PART,306120,Mynalai(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.39517,76.73115,2189,16.3,483.0,7.5,0.9,18.4,35.0,0.58,0.01,10,LOW,NORMAL
TN-NIL-635092-177,The Nilgiris,Udhagamandalam,635092,Thuneri,PART,306124,Anikorai(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.44642,76.66969,2286,17.7,184.3,10.4,20.1,84.8,73.7,1.69,0.11,44,ELEVATED,MONITORING
TN-NIL-635092-178,The Nilgiris,Udhagamandalam,635092,Thuneri,PART,306125,Thoraihatty(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.39735,76.6943,2182,23.6,96.7,25.8,2.2,12.2,32.3,0.81,0.03,17,LOW,NORMAL
TN-NIL-635092-179,The Nilgiris,Udhagamandalam,635092,Thuneri,PART,228994,Thuneri(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.41357,76.67682,2170,20.9,642.5,25.1,6.9,30.8,39.3,0.48,-0.01,16,LOW,NORMAL
TN-NIL-635095-180,The Nilgiris,Udhagamandalam,635095,Udhagai Rural,PART,306122,Adasholai(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.41367,76.71717,2198,18.0,561.6,8.4,6.1,35.4,33.0,0.86,0.03,15,LOW,NORMAL
TN-NIL-635095-181,The Nilgiris,Udhagamandalam,635095,Udhagai Rural,PART,228983,Doddabetta(Gram Panchayat)-Udhagai(Panchayat Samiti)-The Nilgiris(Zila Panchayat),11.38477,76.68804,2270,18.7,433.0,6.5,1.4,21.9,42.9,0.79,-0.02,13,LOW,NORMAL
TN-NIL-933767-182,The Nilgiris,Udhagamandalam,933767,Udhagai Town - East,FULL,252600,Udhagamandalam(Municipality),11.3899,76.66744,2279,16.6,635.6,40.1,2.5,22.5,33.2,0.48,-0.02,14,LOW,NORMAL
TN-NIL-933769-183,The Nilgiris,Udhagamandalam,933769,Udhagai Town - West,FULL,252600,Udhagamandalam(Municipality),11.40292,76.65652,2162,22.6,493.5,19.8,6.4,43.1,45.3,1.01,-0.01,21,MODERATE,NORMAL
TN-DGL-635433-1,Dindigul,Athoor,635433,Aiyampalayam,PART,223252,Ayyankottai(Gram Panchayat)-Athoor(Panchayat Samiti)-Dindigul(Zila Panchayat),10.2796,77.87658,378,12.4,331.6,36.4,3.5,29.5,31.8,0.96,-0.01,15,LOW,NORMAL
TN-DGL-635433-2,Dindigul,Athoor,635433,Aiyampalayam,PART,223255,Devarappanpatti(Gram Panchayat)-Athoor(Panchayat Samiti)-Dindigul(Zila Panchayat),10.31635,77.81191,430,10.7,112.8,25.5,8.5,46.6,36.8,0.43,-0.02,13,LOW,NORMAL
TN-DGL-635418-3,Dindigul,Athoor,635418,Alamarathupatti,FULL,223249,Alamarathupatti(Gram Panchayat)-Athoor(Panchayat Samiti)-Dindigul(Zila Panchayat),10.2861,77.82245,279,11.4,441.6,28.7,7.3,29.1,34.2,0.65,0.01,15,LOW,NORMAL
TN-DGL-635429-4,Dindigul,Athoor,635429,Ambathurai,FULL,223250,Ambathurai(Gram Panchayat)-Athoor(Panchayat Samiti)-Dindigul(Zila Panchayat),10.30318,77.86214,320,10.4,515.2,18.0,3.7,21.3,32.6,0.76,0.0,11,LOW,NORMAL
TN-DGL-635424-5,Dindigul,Athoor,635424,Athoor,FULL,223251,Athoor(Gram Panchayat)-Athoor(Panchayat Samiti)-Dindigul(Zila Panchayat),10.31565,77.87027,305,9.6,309.4,10.1,22.4,99.2,73.7,1.26,0.08,40,MODERATE,NORMAL
TN-DGL-635431-6,Dindigul,Athoor,635431,Bodikamanvadi,FULL,223253,Bodikamanvadi(Gram Panchayat)-Athoor(Panchayat Samiti)-Dindigul(Zila Panchayat),10.30317,77.83671,428,8.9,228.6,30.0,11.6,36.1,50.8,0.97,0.02,23,MODERATE,NORMAL
TN-DGL-635425-7,Dindigul,Athoor,635425,Jivalsaragu,FULL,223257,Jeevalsaragu(Gram Panchayat)-Athoor(Panchayat Samiti)-Dindigul(Zila Panchayat),10.28915,77.85666,382,10.7,570.2,35.9,7.2,41.1,38.6,0.62,0.01,15,LOW,NORMAL
TN-DGL-635426-8,Dindigul,Athoor,635426,Kalikkampatti,FULL,223258,Kalikkampatti(Gram Panchayat)-Athoor(Panchayat Samiti)-Dindigul(Zila Panchayat),10.2796,77.87658,378,12.4,331.6,36.4,3.5,29.5,31.8,0.96,-0.01,15,LOW,NORMAL
TN-DGL-932404-9,Dindigul,Athoor,932404,Kannivadimalai South,N/A,N/A,N/A,10.29938,77.83405,370,9.1,111.5,38.7,24.0,107.0,64.6,1.48,0.08,41,ELEVATED,MONITORING
TN-DGL-635427-10,Dindigul,Athoor,635427,Kilakottai,PART,223254,Chettiapatti(Gram Panchayat)-Athoor(Panchayat Samiti)-Dindigul(Zila Panchayat),10.30317,77.83671,428,8.9,228.6,30.0,11.6,36.1,50.8,0.97,0.02,23,MODERATE,NORMAL
